,math_placement_score,hsgpa,NonTC,Mix,APOnly,STEM,NONSTEM,Female,Male,Caucasian,Black,Multirace,Hispanic,AsiPac,Asian,Native,HawaiiPac,Other,8 or less,10 or less,12 or less
4904,-0.48415699043466537,-0.14698773112311184,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4906,1.666659939766234,1.3069193716336174,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4907,1.1289557072160092,-1.3883807832095154,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4910,-0.3049222462512574,0.06293468478294088,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
4912,0.4120167304823758,0.19251642299655256,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4913,1.1289557072160092,1.0451642604421199,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
4914,-0.6633917346180739,-0.009631088616681988,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4916,-1.0218612229848907,-1.6734606072794618,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
4921,-1.2010959671682988,-0.5849740062851199,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4922,1.666659939766234,-0.997043933804406,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4924,1.8458946839496422,0.4724129775379551,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4925,-0.48415699043466537,0.5242456728234,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4926,1.3081904513994176,0.2521240225748145,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4927,0.949720963032601,-0.40355957278606325,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4928,-1.7388001997185238,-1.2069663497104588,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4930,-1.5595654555351153,-2.0103731266348532,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4931,-0.48415699043466537,0.6071779852801118,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4936,1.1289557072160092,0.19251642299655256,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4937,-0.3049222462512574,-1.3365480879240703,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4939,-1.2010959671682988,0.3195065264458923,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4940,0.949720963032601,1.7034394905672707,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4946,2.2043641723164593,1.5323915961253032,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4947,-0.3049222462512574,0.37911412602415423,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4950,0.053547242115559314,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4951,0.591251474665784,0.19251642299655256,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4956,-1.2010959671682988,-1.1292173067822908,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4957,1.1289557072160092,1.1384631119559219,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4959,0.23278198629896754,-0.5149998676497701,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4961,1.4874251955828257,0.6512357762727397,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4962,1.1289557072160092,1.3095110063978905,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4963,0.591251474665784,-0.6704979535061036,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4965,1.1289557072160092,0.5864449071659339,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4967,-0.8426264788014821,-0.2169618697584616,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4968,-0.12568750206784893,-0.8000796917197165,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4969,1.4874251955828257,0.55793692475894,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4972,-1.0218612229848907,-1.4117054960879651,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
4973,2.025129428133051,-0.09256340107339384,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4975,-0.12568750206784893,-1.025551916211401,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4976,-1.3803307113517072,0.0033270852046789513,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4978,1.4874251955828257,0.8145087664218914,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4980,2.383598916499868,1.3380189888048843,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4982,0.053547242115559314,0.3220981612101654,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4983,1.4874251955828257,1.3587520669190623,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
4985,-0.3049222462512574,-1.4298469394378712,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4986,-0.12568750206784893,0.2780403702175375,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
4988,-0.12568750206784893,1.3587520669190623,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4989,0.4120167304823758,-0.24806148692972854,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4991,-1.0218612229848907,-0.5072249633569531,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4992,1.1289557072160092,0.6590106805655567,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4993,-0.6633917346180739,-0.5849740062851199,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4995,1.1289557072160092,0.09921757148275173,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4996,-0.12568750206784893,-0.07442195772348784,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4998,0.4120167304823758,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4999,1.1289557072160092,-0.36986832085052324,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
5003,0.23278198629896754,0.49314605565213415,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5005,1.666659939766234,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5007,-0.12568750206784893,0.9052159831714203,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
5009,-0.6633917346180739,0.596811446223024,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5010,-0.8426264788014821,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5011,-0.12568750206784893,0.11217574530411267,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5012,-0.8426264788014821,0.6330943329228348,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5013,-0.3049222462512574,-1.5801617557656609,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5014,0.949720963032601,0.6175445243372008,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5018,-1.3803307113517072,-6.232146157634337,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5020,-0.6633917346180739,0.037018337140219,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5021,-1.7388001997185238,-1.8160005193144355,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5022,-0.12568750206784893,0.6771521239154628,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5023,-0.48415699043466537,-1.5931199295870218,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5031,-0.48415699043466537,0.8922578093500582,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5034,2.025129428133051,0.8741163660001534,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5035,2.5628336606832756,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5036,1.666659939766234,1.0995885904918379,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5037,-1.0218612229848907,0.1666000753538307,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5038,-0.6633917346180739,-0.7067808402059145,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5039,-0.8426264788014821,-1.8807913884212413,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5040,-0.12568750206784893,-0.44243409425014607,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5042,-0.48415699043466537,-0.18586225258719466,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5043,-0.12568750206784893,0.42058028225251015,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5044,-0.12568750206784893,0.24434911828199748,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5051,-1.3803307113517072,0.7626760711364465,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5052,0.591251474665784,-0.4191093813716973,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5053,0.23278198629896754,0.3220981612101654,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5055,0.591251474665784,-0.5849740062851199,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5056,-1.7388001997185238,-3.1766087705573627,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5057,-0.12568750206784893,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5059,-0.6633917346180739,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5060,0.23278198629896754,0.5605285595232108,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5061,-0.12568750206784893,-1.5697952167085718,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5062,1.666659939766234,0.8041422273648025,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5063,1.4874251955828257,0.8248753054789792,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5065,-0.8426264788014821,-1.582753390529933,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5066,-0.48415699043466537,0.3713392217313372,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5067,1.4874251955828257,0.7108433758510017,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5070,-0.6633917346180739,-1.4142971308522372,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5071,-0.6633917346180739,-2.8396962512019717,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5073,0.591251474665784,0.18474151870373554,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5074,0.4120167304823758,1.2136205201198167,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5075,-0.8426264788014821,1.2032539810627276,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5077,-0.48415699043466537,-0.04073070578794893,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5078,0.053547242115559314,-0.6108903539278417,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5079,-1.5595654555351153,-0.551282754349581,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5081,0.7704862188491928,-0.22214513928700552,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5084,0.7704862188491928,0.5890365419302069,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5086,-0.48415699043466537,-0.8182211350696214,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5087,-0.12568750206784893,0.4801878818307721,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5088,1.1289557072160092,1.3587520669190623,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5089,0.7704862188491928,0.2780403702175375,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5091,0.053547242115559314,1.2965528325765296,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5093,0.053547242115559314,0.11217574530411267,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5096,-0.8426264788014821,-0.7145557444987315,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5097,1.3081904513994176,0.503512594709222,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5099,1.8458946839496422,1.2861862935194395,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5100,-1.2010959671682988,-0.29730254745090035,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5101,-0.8426264788014821,0.8274669402432524,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5103,0.053547242115559314,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5104,-1.3803307113517072,1.3587520669190623,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5106,1.3081904513994176,1.3095110063978905,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5107,0.591251474665784,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5108,0.23278198629896754,0.1251339191254736,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
5109,1.3081904513994176,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5111,1.3081904513994176,0.42576355178105524,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5112,0.7704862188491928,0.6071779852801118,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5113,-0.3049222462512574,0.495737690416405,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5114,-1.0218612229848907,-1.3546895312739753,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5115,-2.0972696880853405,-1.2328826973531806,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5117,1.666659939766234,0.6693772196226457,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5118,0.23278198629896754,0.9440905046355031,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5119,-1.2010959671682988,-1.2639823145244475,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5120,2.383598916499868,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5121,0.949720963032601,-0.03813907102367582,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5123,-0.8426264788014821,-0.509816598121225,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5124,-0.3049222462512574,-1.2847153926386254,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5125,-0.48415699043466537,0.4464966298952332,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5126,1.1289557072160092,-0.4502089985429631,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
5130,-1.2010959671682988,-3.098859727629196,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5133,1.4874251955828257,-0.6031154496350247,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5135,-1.0218612229848907,-1.595711564351295,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5137,0.053547242115559314,-0.42947592042878513,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5140,2.2043641723164593,0.8171004011861646,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5142,1.3081904513994176,0.3998472041383322,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5143,-1.2010959671682988,0.9596403132211372,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5145,-0.8426264788014821,0.9026243484071472,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5148,-0.48415699043466537,-1.028143550975674,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5150,-1.3803307113517072,0.8093254968933475,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5151,2.2043641723164593,0.7704509754292636,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5153,0.4120167304823758,0.9389072351069592,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
5155,-0.8426264788014821,-0.5953405453422077,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
5156,0.4120167304823758,1.2343535982339946,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5157,-0.48415699043466537,0.6149528895729288,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5158,-1.0218612229848907,0.35838104790997627,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5159,-0.6633917346180739,0.6175445243372008,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5160,-0.12568750206784893,0.503512594709222,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5161,1.8458946839496422,1.006289738978037,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5163,-0.12568750206784893,1.1721543638914607,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5165,2.383598916499868,0.995923199920948,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5166,-0.6633917346180739,0.3739308564956103,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5168,0.23278198629896754,-1.1214424024894738,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5170,-1.2010959671682988,0.2702654659247205,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5172,0.949720963032601,0.6408692372156518,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5173,0.949720963032601,-1.574978486237116,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5175,1.4874251955828257,0.24434911828199748,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5176,-1.2010959671682988,-1.1266256720180177,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5178,0.591251474665784,-0.01740599290949901,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5179,-0.48415699043466537,0.0007354504404081445,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5180,-0.6633917346180739,1.0244311823279442,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5182,1.4874251955828257,0.7445346277865406,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5183,1.8458946839496422,0.021468528554584955,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5184,0.4120167304823758,-0.8622789260622492,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5186,0.591251474665784,0.08107612813284573,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5187,1.3081904513994176,-0.18845388735146662,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5188,-0.48415699043466537,-1.8807913884212413,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5193,-0.48415699043466537,0.13550045818256376,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5194,0.949720963032601,1.3198775454549785,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5196,-0.48415699043466537,0.06293468478294088,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5197,-0.3049222462512574,-0.6653146839775598,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5198,0.23278198629896754,-0.11588811395184376,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5199,-1.2010959671682988,0.2184327706392756,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5200,-0.6633917346180739,0.11476738006838579,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5201,-0.48415699043466537,-0.2843443736295394,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5203,0.23278198629896754,0.8145087664218914,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5204,0.23278198629896754,0.6071779852801118,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5206,-0.3049222462512574,0.9985148346852212,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5208,0.591251474665784,0.42576355178105524,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5210,1.8458946839496422,-1.621627911994017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5212,-0.48415699043466537,0.8663414617073363,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5214,2.2043641723164593,0.8326502097717963,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5217,0.23278198629896754,0.8119171316576184,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5218,-1.2010959671682988,-1.8548750407785195,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5219,1.4874251955828257,1.05553079949921,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5221,-1.5595654555351153,-1.3209982793384363,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5222,-2.4557391764521572,-1.4868629042518613,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5226,1.1289557072160092,1.047755895206393,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5230,0.053547242115559314,0.06293468478294088,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5231,0.23278198629896754,0.1666000753538307,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5232,-0.12568750206784893,-0.22732840881555058,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5234,1.8458946839496422,0.8663414617073363,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5235,1.666659939766234,-0.5849740062851199,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5236,-0.6633917346180739,0.06293468478294088,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5240,-0.8426264788014821,-0.1314379225374778,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5242,1.4874251955828257,-0.47353371142141304,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5245,-0.12568750206784893,-0.19622879164428364,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5246,0.591251474665784,0.8404251140646133,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5247,1.1289557072160092,0.06293468478294088,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5248,1.4874251955828257,0.495737690416405,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5249,-0.3049222462512574,0.39466393460978827,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5252,1.1289557072160092,0.3998472041383322,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5253,-0.8426264788014821,0.6590106805655567,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5255,0.4120167304823758,0.5657118290517559,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5256,-1.2010959671682988,0.9285406960498691,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5259,0.4120167304823758,1.7604554553812606,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5260,-1.2010959671682988,1.2032539810627276,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5263,-1.2010959671682988,-0.0666470534306708,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5266,0.7704862188491928,-2.580532774774747,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5267,0.23278198629896754,-0.9478028732832342,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5269,-0.48415699043466537,0.495737690416405,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5271,0.053547242115559314,0.14845863200392467,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5272,1.8458946839496422,2.4057725116850484,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5273,-0.6633917346180739,0.008510354733222866,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5276,-0.3049222462512574,1.063305703792027,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5278,-0.8426264788014821,0.5553452899946669,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
5279,-0.12568750206784893,0.4724129775379551,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5282,-0.12568750206784893,1.566082848060842,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5283,1.8458946839496422,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5284,0.7704862188491928,0.19251642299655256,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
5287,0.23278198629896754,0.2184327706392756,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5289,0.23278198629896754,0.4775962470665001,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5293,-1.0218612229848907,0.8663414617073363,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5294,-0.12568750206784893,-1.466129826137682,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5299,-0.8426264788014821,-0.7767549788412654,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5300,-0.6633917346180739,0.5086958642377659,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
5303,-0.3049222462512574,0.6305026981585617,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5304,-1.2010959671682988,0.14068372771110765,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5306,1.3081904513994176,1.2291703287054507,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
